paper,page,line_idx,text,label,confidence
paper2,6,22,using a 240fps camera that also recorded sound—this is a complete cardinal directions at two distances that were pre-defined. In these,KEEP,medium
paper2,6,24,"pulse. For simplification, the coil was already at the target, we will center of the coil coincided with the center of the mannequin’s scalp.",KEEP,medium
paper2,6,25,"later characterize the actuation speed delay while moving the coil. Then, the coil was actuated at the speed employed in our Study#2",KEEP,medium
paper2,6,26,"Operating noise. We measured the sound generated by our (50mm/s on X-axis, 8mm/s on Y-axis, and 18mm/s on Z-axis), After",KEEP,medium
paper2,6,27,"TMS using a decibel meter (AS824) placed at the height of a user’s stopping, we calculated the error. We repeated this 10 times for",KEEP,medium
paper2,6,29,"average TMS intensity used in Study#2 (actuating the leg, which 3 (b) shows our results. We found that the average error across the",KEEP,medium
paper2,6,30,"requires the most amplitude). In comparison, haptic devices such as targets was 1.4 mm (SD=0.7) on the X-axis (left/right) and 1.5 mm",KEEP,medium
paper2,6,31,"propeller-based tend to be louder (e.g., [72] produces up to 95.3dB). (SD=0.4) on the Y-axis (front/back). Consequently, this actuation",KEEP,medium
paper2,6,32,"Also, propeller-based devices actuate for several seconds or even consistency, along with the minimum step sizes, confirmed that",KEEP,low
paper2,6,33,"stay on for minutes, instead, our TMS produces sounds for only our system surpasses the required precision of 8.5 mm.",KEEP,medium
paper2,6,35,"Device weight. The total weight of the device is 3.1 kg (mea- system would require in a worst-case scenario, where the coil needs",KEEP,medium
paper2,6,37,of 1.1 kg from the effective weight of the TMS coil when worn the right. Drawing from the average unit distance between different,KEEP,medium
paper2,6,38,"and connected to the stimulator and 2.0 kg from our mechanical stimulation targets on the scalp as determined in our Study#1, we",KEEP,medium
paper2,6,39,"actuators, rails, and attachments. set the distance for this case to be 13.6 cm. We found it takes 3.2",KEEP,medium
paper2,6,41,4.2 Coil Actuation Characterization,KEEP,medium
paper2,6,42,"5 CONTRIBUTION, BENEFITS & LIMITATIONS",KEEP,medium
paper2,6,43,"As we will see in our Study#1, we observed that the shortest distance",KEEP,low
paper2,6,45,"to haptics on different limbs, was approximately 17 mm. Conse- effector, which we explore as an alternative direction to scaling",KEEP,medium
paper2,6,47,"ideally with a resolution of at least half that distance, i.e., 8.5 mm. centralized on-body device.",KEEP,medium
paper2,6,48,Measurement setup. All the evaluation in this section was Our approach has four key benefits: (1) One actuator for full-,KEEP,medium
paper2,6,49,conducted with a HTC VIVE 3.0 tracker (with a tracking accuracy body haptics: unlike haptic systems created by a constellation of,KEEP,medium
paper2,6,50,"of 0.3 mm [7]) attached to the coil of our complete system worn by many devices, our implementation has only one centralized point",KEEP,medium
paper2,6,52,to control the motors while recording the tracker’s position. Note strates a path forward to scaling haptics without the complexities,KEEP,medium
paper2,6,53,that the positional difference between the tracker and the center associated with wearing many actuators. (2) Easily reconfig-,KEEP,medium
paper2,7,1,"Haptic Source-effector: Full-body Haptics via Non-invasive Brain Stimulation CHI ’24, May 11–16, 2024, Honolulu, HI, USA",SKIP,high
paper2,7,5,"(source-effector’s movement on the scalp is 50-times smaller than locations [74, 94] or qualities [2, 76] of electro-tactile stimulation.",KEEP,medium
paper2,7,6,that). (3) Freeing up the body: because source-effector only sits The study was approved by our Institutional Review Board (IRB21-,KEEP,medium
paper2,7,10,6.1 Study Design,KEEP,medium
paper2,7,12,"passing through neurons in the brain, our approach renders both Participants. We recruited 12 participants from our institution",KEEP,medium
paper2,7,13,"touch & forces—two different modalities that conventionally re- (7 identified as male, 5 as female, average age = 23.2 years, SD =",KEEP,medium
paper2,7,14,"quire two different types of actuators (e.g., vibrotactile motors and 2.2). All participants were right-handed. The participants were",KEEP,medium
paper2,7,16,Limitations. We acknowledge that our current implementation Apparatus. We used a medically compliant magnetic stimulator,KEEP,low
paper2,7,17,of source-effector based on TMS has its limitations and every bene- (Magstim Super Rapid2) with a butterfly coil (Magstim D702). The,KEEP,medium
paper2,7,18,"fit has associated caveats. First, while our concept is novel in that a participant sat in a reclined chair, wearing earplugs and a white",KEEP,medium
paper2,7,20,"locations, this instrumentation is currently heavy. Second, this the stimulation locations prior to actual trials. For reporting elicited",KEEP,medium
paper2,7,22,of comfort (not only total weight but distribution of weight too). pencil running our GUI application. This enabled them to draw the,KEEP,medium
paper2,7,23,"Third, while this haptic actuator is unique in its ability to reconfig- perceived sensation area on front/back views of a human model.",KEEP,medium
paper2,7,26,"based on stimulating neurons, TMS is also non-selective, i.e., elec- ing”, “skin-stretching”, and “thermal”. For evaluating force feedback",KEEP,medium
paper2,7,28,"limits induced sensations (i.e., touch & forces, but not thermal), and post-annotated any involuntary joint movements via TMS that",KEEP,medium
paper2,7,30,"and those corresponding to high thresholds such as the torso), and Stimulation. We stimulated the right hemisphere of the senso-",KEEP,medium
paper2,7,31,"modality isolation (e.g., force-feedback occurs with touch). More- rimotor cortex (corresponding to the left side of the body [35]) with",KEEP,medium
paper2,7,33,believe that these point to a set of challenges worth pursuing to in a stimulation of ∼150 ms. While we opted to only stimulate the,KEEP,medium
paper2,7,34,"further unlock TMS’ interactive potential. right side of the brain to avoid fatigue, the results will be gener-",KEEP,medium
paper2,7,35,"Finally, we reflect on the nature of our proposal: the TMS tech- alizable to the left side. In fact, we purposefully picked this side",KEEP,medium
paper2,7,37,"medicine as a method to understand our brain function. However, other side (dominant side) of the brain is known more sensitive to",KEEP,medium
paper2,7,39,"tool as a new way for full-body haptics. In fact, similar translational Defining the stimulation locations. We identified two loca-",KEEP,medium
paper2,7,40,"efforts have previously advanced our field, e.g., the PossessedHand tions on the participant’s scalp that yielded minimum stimulation",KEEP,medium
paper2,7,41,"[69] translated a 50-year-old medical tool (i.e., EMS) into our field, intensities to elicit observable limb movement (i.e., motor threshold)",KEEP,medium
paper2,7,42,"leading to a growth in force-feedback research. Likewise, our effort for the hand and foot. For this, the experimenter moved the coil",KEEP,medium
paper2,7,44,realm of neuroscience into new knowledge for designing brain- adjusting the intensity based on Awiszus’ method [3]. After setting,KEEP,medium
paper2,7,48,Procedure. We started trials at the foot location. For each loca-,KEEP,low
paper2,7,49,SENSATIONS ACROSS THE BODY WITH,KEEP,medium
paper2,7,51,BRAIN STIMULATION,SKIP,medium
paper2,7,53,"In our first study, we focused on characterizing the range of our is the stimulator’s maximum). During a trial, the experimenter stim-",KEEP,medium
paper2,7,54,"source-effector concept when implemented by means of medical- ulated the target location. Afterward, the participant reported the",KEEP,medium
paper2,7,56,"in what locations can haptic sensations be created using TMS? and, (or if nothing was felt). Then, the experimenter increased the inten-",KEEP,medium
paper2,7,58,"As such, a TMS-trained experimenter stimulated the nine pre- moved to the next trial. This process continued until the participant",KEEP,medium
paper2,7,60,"motor cortex using TMS, while participants reported where they consecutive trials, or the intensity reached the maximum (i.e., 100%).",KEEP,medium
paper2,7,61,"felt sensations and the strongest point of tactile sensation, as well At that point, the procedure advanced to the next location.",KEEP,medium
paper2,8,1,"CHI ’24, May 11–16, 2024, Honolulu, HI, USA Yudai Tanaka et al.",SKIP,high
paper2,8,2,Figure 4: Overview of results depicting the locations where we were able to induce touch and/or movement in participants.,SKIP,high
paper2,8,3,"Analysis. After each study session, we organized the partici- this note, neuroscience research suggests that it is more challeng-",KEEP,medium
paper2,8,5,"strongest point of the sensation was. We also annotated each trial (non-dominant) via TMS [92]—thus, these results are expected to",KEEP,medium
paper2,8,6,"to indicate which of the following body parts moved: “none”, “jaw”, generalize even better to the other side. When accounting for both",KEEP,medium
paper2,8,7,"“upper arm”, “forearm”, “hand” (i.e., the palm), “fingers”, “upper sides of the user’s body, this brings the haptic sensations that can be",KEEP,medium
paper2,8,8,"leg” (i.e., the thigh), “lower leg”, and “foot”. To focus exclusively on induced by TMS to a total of 15 sensations with a single actuator:",KEEP,medium
paper2,8,9,"clear and meaningful force feedback situations, we adhered strictly four touch sensations and eleven force-feedback sensations. Note",KEEP,medium
paper2,8,10,"to the following two rather conservative criteria: (1) when multiple that we regarded jaw movement as one sensation. In the following,",KEEP,medium
paper2,8,11,"parts of the same limb moved, it was counted as the movement we analyze each modality (i.e., touch / force-feedback) in more",KEEP,medium
paper2,8,13,"est (e.g., if both forearm and fingers moved, it was annotated as Touch. Results suggest that we were able to induce, by means of",KEEP,medium
paper2,8,14,"forearm)—thus, in our analysis, ”foot movement” means only the TMS, touch sensations (i.e., only tactile in isolation of any noticeable",KEEP,medium
paper2,8,16,"strongest touch sensations were felt outside the relevant body part both experienced by 75% of the participants (i.e., nine participants).",KEEP,medium
paper2,8,17,"(e.g., a trial with hand movement, but strongest sensation in the The next most promising area was found to be touch on any of the",KEEP,medium
paper2,8,18,"forearm) were counted as “none”. four fingers, experienced by 67% of participants, which we did not",KEEP,medium
paper2,8,60,"Figure 5: (a, b) Extracted raw data of where the participants haptic sensations. Figure 6 depicts the brain region that we targeted,",SKIP,high
paper2,8,61,felt touch sensations in the hand and foot. (c) Quality of the with a line emphasizing the principal axis of the sensorimotor,KEEP,medium
paper2,9,1,"Haptic Source-effector: Full-body Haptics via Non-invasive Brain Stimulation CHI ’24, May 11–16, 2024, Honolulu, HI, USA",SKIP,high
paper2,9,2,Figure 6: A heatmap of stimulation locations of the sensorimotor cortex corresponding to evoked touch sensations & movements.,SKIP,high
paper2,9,26,"at which touch sensations and/or movement were first observed set (Meta Quest 2), as described in Implementation. Their hands and",KEEP,medium
paper2,9,27,"on average. Overall, haptic effects occurred within the range of feet were tracked via four HTC VIVE 3.0 Trackers attached with",KEEP,medium
paper2,9,28,60∼85%. Results also suggest that body parts closer to the torso con- Velcro-straps. Participants wore headphones (Apple Airpods Pro),KEEP,medium
paper2,9,30,"required more than the hand), indicating that the extremities are VR experience. Participants embodied the avatar of a cyborg",KEEP,medium
paper2,9,31,"easier to stimulate. Additionally, touch sensations always occurred trying to escape a robotics factory that has malfunctioned, as de-",KEEP,medium
paper2,9,33,"al’s findings on TMS studies of the hand [25]. blocked by malfunctioning robots that fire at them, —as depicted",KEEP,medium
paper2,9,40,Figure 7: A summary of the minimum stimulation intensities VR experience detects this gesture and prompts our haptic device,SKIP,high
paper2,9,41,observed to induce touch sensations & movements. to render force-feedback and tactile sensations on the firing hand,KEEP,medium
paper2,9,44,"Study conclusions. Overall, our results imply that, when con- appear, which can fire shots against any of the user’s VR limbs (i.e.,",KEEP,medium
paper2,9,47,"each of the four extremities and force feedback at eleven locations device to render tactile sensation on the right foot. After a while,",KEEP,medium
paper2,9,48,"spanning across the jaw and the four limbs. Finally, building on the user’s plasma-hand stops working, and they need to recharge",KEEP,medium
paper2,9,49,"our findings, we designed an interactive experience that can render the energy. They locate a crate on the floor and stomp it with their",KEEP,medium
paper2,10,1,"CHI ’24, May 11–16, 2024, Honolulu, HI, USA Yudai Tanaka et al.",SKIP,high
paper2,10,2,"Figure 8: Full-body interactions in our Study#2, including: force-feedback and tactile sensations on both hands and both feet.",SKIP,high
paper2,10,3,"left leg. The user keeps fighting until they eventually find a button comprised eight questions. Finally, interviews were recorded in",KEEP,medium
paper2,10,7,7.3 Results,SKIP,medium
paper2,10,9,"latency and added safety pauses (see 3.3 Safety), we tailored our We analyzed video-recordings from the VR experiences, depicted in",KEEP,medium
paper2,10,11,"arrive at the hand (∼3.2 seconds if coming from the furthest away), unique topics: (1) surprise, (2) coil, (3) ergonomics, (4) full-body",KEEP,medium
paper2,10,13,"before the plasma shot is fired. This is an example of how haptic sensations, and (8) future form-factors & applications.",KEEP,medium
paper2,10,14,designers create VR situations to set up the user’s mental model Surprise. Six participants (out of eight) expressed surprise:,KEEP,medium
paper2,10,15,"to handle haptic devices that include some latency (e.g., shape- ”felt like it’s actually happening. Was impressed[!]” (P5), ”very",KEEP,medium
paper2,10,16,"changing devices [34, 90]). Another way to handle latency is to surprising” (P2), ”surprise that it works, the location of the sensation",KEEP,medium
paper2,10,17,"preemptively schedule an event just before it happens, which we and motion was correct despite the device being on the head (...)",KEEP,medium
paper2,10,19,"in prior work, e.g., [89] or [17]). Finally, we also took advantage of your head which you wouldn’t expect to be able to move your",KEEP,medium
paper2,10,20,"of events not initiated by the user’s voluntary actions (e.g., the hands and feet. It was a little counterintuitive[!]” (P7), ” it is cool",KEEP,medium
paper2,10,21,"appearance of the box, the start of enemy firing, spawning new that it is coming directly from your brain. (...) [no need to] attach",KEEP,medium
paper2,10,22,"enemies, and so forth). Thus, we only triggered interactive events stuff to other parts of your body” (P6), and ”It felt natural because",KEEP,medium
paper2,10,24,the completion of the five-second safety interval—a strategy known a glove (...) bright future! (...) a natural feeling and doesn’t feel,KEEP,medium
paper2,10,25,as queueing. like needles and there is no glue to remove at the end ” (P1).,KEEP,medium
paper2,10,28,7.2 Study Design,KEEP,medium
paper2,10,30,Participants. We recruited eight participants (five identified as You can’t anticipate the sensation in advance” (P4) or ”[the coil,KEEP,medium
paper2,10,31,"male, three as female, average age = 25.3 years, SD = 3.0) from moving] feels like it’s massaging your head, which is good!” (P6)",KEEP,medium
paper2,10,32,our institution; three had partaken in our first user study. All and ”the movement of the device could be distracting but the actual,KEEP,medium
paper2,10,33,"participants were right-handed. Moreover, with the participants’ sensations were realistic” (P8). Finally, two participants (out of",KEEP,medium
paper2,10,34,"consent, we videotaped the study. Participants received $30 USD eight) commented on feeling the coil’s stimulation ”everything else",KEEP,medium
paper2,10,36,"Procedure. Prior to the VR trial, we calibrated the coil’s position area, sometimes it was covered by the sensation on the skull” (P3).",KEEP,medium
paper2,10,37,and the stimulation intensity to induce the visible movements of Device’s ergonomics. Three participants (out of eight) com-,KEEP,medium
paper2,10,38,"the hand, forearm, foot, and lower leg for both sides of the body. We mented on ergonomics: ”a little heavy, but everything else was",KEEP,medium
paper2,10,39,adjusted the coil position with our motor structure while sending fine. It was comfortable aside from the weight. It didn’t feel un-,KEEP,medium
paper2,10,40,"commands to motors via GUI sliders on our Unity application. After comfortable when was moving around” (P7), ”not really aware of",KEEP,medium
paper2,10,41,"the calibration, the participant experienced the VR scene. Then we the moving part but was aware of the heaviness (...) but it is a lot",KEEP,medium
paper2,10,43,"Interview structure. Our semi-structured interview included (P5), ”If there is more weight on the front, it would be better” (P6).",KEEP,medium
paper2,10,44,four phases: (1) Overall experience: opener questions about the Full-body. All eight participants recalled how they felt all sen-,KEEP,medium
paper2,10,48,"question per VR interaction; (4) Future: we invited participants button. For instance, ”felt sensations on the whole body, which",KEEP,medium
paper2,10,49,to share use-case/features they would like to see. In total this is very convenient. Liked how you only need to calibrate once at,KEEP,medium
paper2,11,1,"Haptic Source-effector: Full-body Haptics via Non-invasive Brain Stimulation CHI ’24, May 11–16, 2024, Honolulu, HI, USA",SKIP,high
paper2,11,2,"Figure 9: Photos of participants’ experiences (reproduced with their consent): feeling the recoil of throwing a projectile (a, b);",SKIP,high
paper2,11,3,"stomping on a virtual box (c, d); feeling the impact of a projectile on the hand (e); pressing a virtual button with haptics (f).",KEEP,medium
paper2,11,5,"recalibration could be needed depending on the situation). In this section, we present our reflections and a potential roadmap",KEEP,medium
paper2,11,6,Strong force feedback. Seven (out of eight) participants com- to further exploring this novel idea.,KEEP,low
paper2,11,13,cause it suddenly moves your foot and you need to balance back. several of its current limitations. We believe these current limita-,KEEP,medium
paper2,11,14,"surprised by the attack [of the robot].” (P4, stimulated on foot), ” tions point to significant areas for future research. It is important",KEEP,medium
paper2,11,15,"really strong, like a kickback (…) kind of like a recoil”. (P7)— P1, to note that many in neuroscience/medicine do not push past these",KEEP,medium
paper2,11,16,"P4, and P8 went as far as to call the effects felt ”very natural”. The limitations because, for most of their practical purposes, these are",KEEP,medium
paper2,11,17,"participant who did not enjoy the haptics mentioned: ”All of the minor issues (e.g., TMS’ audible noises are a minor nuisance during",KEEP,medium
paper2,11,18,haptic sensations made sense (...) [I] just didn’t like them (...) [and TMS-depression therapy). We argue that incentives to push TMS,KEEP,medium
paper2,11,20,initially [when feeling foot force feedback]” (P6). medical space. This is perhaps akin to how researchers & industry,KEEP,medium
paper2,11,21,Tactile feedback. All eight participants reported feeling tactile in HCI have engineered compact & easy-to-wear EMS stimulators,KEEP,medium
paper2,11,22,sensations during the VR experience. Two participants (out of when compared with medical-grade EMS devices. We argue that,KEEP,medium
paper2,11,25,”[feeling shot on hand was] less realistic than laser or stomp [both Acoustic noise. Rapidly oscillating magnetic fields create audi-,KEEP,medium
paper2,11,29,"(...) may have contributed to the burning sensation, made me casing to shift sounds outside the user’s hearing range [67].",KEEP,medium
paper2,11,30,"realize I got shot” (P2). Also, one participant was surprised by the Coil ergonomics. TMS coils are larger than most types of nerve",KEEP,medium
paper2,11,31,"involuntary actuation, ”kind of scary. Interesting because I am not stimulation (e.g., EMS). While participants in our Study#2 wore our",KEEP,medium
paper2,11,33,Future form-factors & applications. Regarding future appli- impact experiences of prolonged use and do not recommend these.,KEEP,medium
paper2,11,34,"cations beyond the VR they experienced, three participants stated, Improving the coil’s form factor is paramount for better wearability.",KEEP,medium
paper2,11,35,"”Learn to play instruments since hands are free (...) or handle One approach is altering coil geometries (e.g., single-loop coils",KEEP,medium
paper2,11,36,"emergency situations [it] can get your attention very quickly” (P4), reduce the size by half [21]). Another approach is using smaller",KEEP,medium
paper2,11,38,"forces, liquid, wind, etcetera” (P3). Regarding future form factors, for applications with weak haptics. With all these, there is a tradeoff",KEEP,medium
paper2,11,39,two participants added other ways they would like to experience between size/weight and depth of the stimulation [21].,KEEP,medium
paper2,11,40,"our device: ”many coil arrays so no [need for] motor movement Stimulator size. Current TMS stimulators are still large, e.g.,",KEEP,medium
paper2,11,41,"(...) [and later added] this could be a structure that carries the coil ours measures 46×38×31 cm. This is because, to produce strong",KEEP,medium
paper2,11,43,coil up a couple of centimeters when it is not stimulating” (P1). at peak—approximately the energy intake of two hairdryers). At,KEEP,medium
paper2,12,1,"CHI ’24, May 11–16, 2024, Honolulu, HI, USA Yudai Tanaka et al.",SKIP,high
paper2,12,3,"TMS (11×27×29 cm) at 9 kg, which operates on a small 24 V DC [69].",KEEP,low
paper2,12,4,"power supply [16] and exhibits an output of 700 mT at 1 Hz (i.e., Stimuli design and understanding. While our system can",KEEP,medium
paper2,12,6,Alternative mechanical designs. We do not think of our head- to our current actuation resolution (8.5 mm). We hope that our,KEEP,medium
paper2,12,8,"using TMS. To minimize weight, researchers might explore mount- different points across the body TMS can deliver haptics. Possible",KEEP,medium
paper2,12,9,"ing the coil and the actuation system to the user’s chair (e.g., desk- strategies for this include defining finer grids for coil positioning",KEEP,medium
paper2,12,10,"top/sited applications) or suspending them via the ceiling (e.g., or implementing the aforementioned MRI-based approach to accu-",KEEP,medium
paper2,12,11,"similar to early VR setups that were heavy, or large free-moving rately identify cortical regions. Moreover, broadening the range of",KEEP,medium
paper2,12,12,"VR arenas). Alternatively, if the stimulation points are predefined haptic sensations—such as different textures or even pressure—is",KEEP,medium
paper2,12,13,"for a given application, one could replace the robotic actuators with also a promising avenue for future research. One way to approach",KEEP,medium
paper2,12,14,"a fixed mount. Particularly, for single-point stimulation, a coil on a this is to explore different TMS pulse parameters (e.g., pulse width,",KEEP,medium
paper2,12,15,"helmet could reduce weight [4]. For multi-point stimulation, a hel- frequency, and waveform [58]) and evaluate elicited sensations",KEEP,medium
paper2,12,16,"met with multiple fixed coils might also be beneficial [59]. All these through psychophysics studies, akin to methods employed in the",KEEP,medium
paper2,12,18,"with our approach’s mechanical actuation of the coil. However, Beyond TMS. Finally, we hope our work inspires new implemen-",KEEP,medium
paper2,12,19,"this comes at the cost of stimulation resolution, which is limited by tations of this concept of a source-effector. One promising avenue",KEEP,medium
paper2,12,20,"the coil’s size (e.g., 5 cm steps in [59] vs. our <8.5 mm steps via our is via the aforementioned transcranial ultrasound stimulation—",KEEP,medium
paper2,12,22,"Limited sensations. While we confirmed that our approach gate the size of the TMS coils. However, its accuracy & limitations",KEEP,medium
paper2,12,23,"can create a total of 15 haptic sensations including both force & are still being understood [44, 98].",KEEP,medium
paper2,12,28,While this can be smaller than ∼5 mm by optimizing the coil ge-,KEEP,low
paper2,12,43,"For instance, if the user is meant to feel haptics in their hand, the",KEEP,low
paper2,12,44,TMS’ spatial resolution is yet to be fully understood (see 8.2 Stimuli,KEEP,low
paper2,12,58,ACKNOWLEDGMENTS,SKIP,medium
paper2,12,59,8.2 Roadmap for the Future of Interactive TMS We would like to express our sincere gratitude to Prof. Howard,KEEP,medium
paper2,12,61,Now that we have discussed the challenges brought by our specific,KEEP,low
paper2,12,67,source-effector).,SKIP,medium
paper2,12,81,attempting to close the loop on the stimulation. This might be done We would like to acknowledge that the ACM CHI 2024 conference,SKIP,high
paper2,13,1,"Haptic Source-effector: Full-body Haptics via Non-invasive Brain Stimulation CHI ’24, May 11–16, 2024, Honolulu, HI, USA",SKIP,high
paper2,13,2,options for remote participation. While some authors have chosen Proceedings of the 31st Annual ACM Symposium on User Interface Software and,SKIP,medium
paper2,13,3,"to present their work in person or bring its physical prototype to Technology (New York, NY, USA, 11 2018), 927–935.",KEEP,medium
paper2,13,7,"Native Hawaiians and with a heavy heart. We urge that the ACM’s for Migraine Treatment. Journal of Medical Devices. 4, 1 (Feb. 2010). DOI:https:",SKIP,medium
paper2,13,8,process for conference selection should more carefully consider the //doi.org/10.1115/1.4000616.,SKIP,high
paper2,13,10,impact our conferences have on local communities. We especially a motion platform based on people. Proceedings of the SIGCHI Conference on,SKIP,medium
paper2,13,11,"want to acknowledge Prof. Josiah Hester, a Kānaka Maoli Professor Human Factors in Computing Systems (Toronto, Ontario, Canada, Apr. 2014),",KEEP,medium
paper2,13,12,3463–3472.,SKIP,medium
paper2,13,16,"degradation in Hawaii2. Finally, the decision of some authors to (TMS) devices. Brain Stimulation: Basic, Translational, and Clinical Research in",KEEP,medium
paper2,13,17,"Neuromodulation. 15, 1 (Jan. 2022), 73–75. DOI:https://doi.org/10.1016/j.brs.2021.",SKIP,high
paper2,13,19,11.010.,SKIP,medium
paper2,13,20,"members of our lab, who have chosen not to engage with this edi- [19] Delazio, A., Nakagaki, K., Klatzky, R.L., Hudson, S.E., Lehman, J.F. and Sample,",KEEP,medium
paper2,13,21,tion of the CHI conference due to its impact on Native Hawaiians. A.P. 2018. Force Jacket: Pneumatically-Actuated Jacket for Embodied Haptic Ex-,KEEP,medium
paper2,13,22,periences. Proceedings of the 2018 CHI Conference on Human Factors in Computing,SKIP,medium
paper2,13,24,"REFERENCES [20] Dempsey, M.F., Condon, B. and Hadley, D.M. 2002. MRI safety review. Seminars",KEEP,low
paper2,13,25,"in Ultrasound, CT and MRI. 23, 5 (Oct. 2002), 392–401. DOI:https://doi.org/10.",SKIP,high
paper2,13,27,1016/S0887-2171(02)90010-7.,SKIP,medium
paper2,13,30,"tated digits. Journal of Neural Engineering. 15, 1 (Nov. 2017), 016003. DOI:https:",SKIP,medium
paper2,13,32,//doi.org/10.1088/1741-2552/aa81e2.,SKIP,high
paper2,13,33,"designs. Brain Stimulation. 6, 1 (Jan. 2013), 1–13. DOI:https://doi.org/10.1016/j.",SKIP,high
paper2,13,34,"[2] Ara, J., Hwang, S.H., Song, T. and Khang, G. 2014. Effects of the stimulus parame-",KEEP,medium
paper2,13,35,brs.2012.02.005.,SKIP,medium
paper2,13,38,stimulation. International Journal of Precision Engineering and Manufacturing.,SKIP,medium
paper2,13,39,"F., Sabatelli, M., Musumeci, G., Ranieri, F. and Tonali, P.A. 2010. Long-term",KEEP,low
paper2,13,40,"15, 2 (Feb. 2014), 305–313. DOI:https://doi.org/10.1007/s12541-014-0339-4.",SKIP,high
paper2,13,43,"1 (Jan. 2010), 22–27. DOI:https://doi.org/10.1016/j.brs.2009.04.004.",SKIP,high
paper2,13,44,"Neurophysiology. W. Paulus, F. Tergau, M.A. Nitsche, J.G. Rothwell, U. Ziemann,",KEEP,low
paper2,13,47,"Journal of Clinical Neurophysiology. 15, 4 (Jul. 1998), 325.",SKIP,medium
paper2,13,50,"Vries, W.H., McTeague, L.M., George, M.S. and Roberts, D. 2020. Personal-",KEEP,low
paper2,13,51,"E.C., Bensmaia, S.J., Schwartz, A.B., Boninger, M.L. and Gaunt, R.A. 2016. Intra-",KEEP,low
paper2,13,54,"laboratory setting. Brain Stimulation. 13, 3 (May 2020), 551–553. DOI:https:",SKIP,medium
paper2,13,55,"Medicine. 8, 361 (Oct. 2016), 361ra141-361ra141. DOI:https://doi.org/10.1126/",SKIP,high
paper2,13,56,//doi.org/10.1016/j.brs.2020.01.009.,SKIP,high
paper2,13,62,DOI:https://doi.org/10.1016/S0140-6736(85)92413-4.,SKIP,high
paper2,13,65,DOI:https://doi.org/10.1016/j.brs.2018.12.972.,SKIP,high
paper2,13,69,"Pascual-Leone, A. and Valente, K.D. 2006. A randomized clinical trial of repetitive",KEEP,low
paper2,13,70,"European Journal of Neuroscience. 47, 7 (2018), 790–799. DOI:https://doi.org/10.",SKIP,high
paper2,13,72,1111/ejn.13871.,SKIP,medium
paper2,13,73,"of Neurology. 60, 4 (Oct. 2006), 447–455. DOI:https://doi.org/10.1002/ana.20950.",SKIP,high
paper2,13,76,"Determination of a VR System. Sensors. 21, 5 (Jan. 2021), 1622. DOI:https://doi.",SKIP,medium
paper2,13,77,"Journal of Clinical Neurophysiology. 8, 1 (Jan. 1991), 3.",SKIP,medium
paper2,13,78,org/10.3390/s21051622.,SKIP,medium
paper2,13,81,Stimulation in the Treatment of Depression. American Journal of Psychiatry.,SKIP,medium
paper2,13,83,"160, 5 (May 2003), 835–845. DOI:https://doi.org/10.1176/appi.ajp.160.5.835.",SKIP,high
paper2,13,84,"Clinique = Clinical Neurophysiology. 43, 4 (Oct. 2013), 251–260. DOI:https://doi.",SKIP,medium
paper2,13,86,org/10.1016/j.neucli.2013.05.003.,SKIP,medium
paper2,13,87,feedback using air vortex rings. Proceedings of the 2013 ACM international joint,SKIP,medium
paper2,13,89,"conference on Pervasive and ubiquitous computing (New York, NY, USA, 8 2013),",SKIP,medium
paper2,13,90,"V5 on visual motion perception. Brain: A Journal of Neurology. 118 ( Pt 1), (Feb.",SKIP,medium
paper2,13,91,419–428.,SKIP,medium
paper2,13,92,"1995), 49–60. DOI:https://doi.org/10.1093/brain/118.1.49.",SKIP,high
paper2,13,95,"(Jul. 2007), 187–199. DOI:https://doi.org/10.1016/j.neuron.2007.06.026.",SKIP,high
paper2,13,98,Controllers. Proceedings of the 29th Annual Symposium on User Interface Software,SKIP,medium
paper2,13,99,cessed: 2022-03-01.,SKIP,medium
paper2,13,103,An EMS-based Foot Strike Assistant for Running. Proceedings of the ACM on,SKIP,medium
paper2,13,105,"Interactive, Mobile, Wearable and Ubiquitous Technologies. 1, 1 (Mar. 2017), 2:1-",KEEP,low
paper2,13,106,DOI:https://doi.org/10.1038/s41551-020-00630-8.,SKIP,high
paper2,13,107,2:18. DOI:https://doi.org/10.1145/3053332.,SKIP,high
paper2,13,111,"magnetic stimulation. IEEE Transactions on Biomedical Engineering. 48, 10 (Oct.",SKIP,medium
paper2,13,113,"2001), 1162–1168. DOI:https://doi.org/10.1109/10.951519.",SKIP,high
paper2,13,115,"[34] Je, S., Lim, H., Moon, K., Teng, S.-Y., Brooks, J., Lopes, P. and Bianchi, A. 2021.",KEEP,medium
paper2,13,118,"absent limbs. Proceedings of the National Academy of Sciences. 97, 11 (May 2000),",SKIP,medium
paper2,13,119,of the 2021 CHI Conference on Human Factors in Computing Systems (Yokohama,SKIP,medium
paper2,13,120,6167–6172. DOI:https://doi.org/10.1073/pnas.100510697.,SKIP,high
paper2,13,121,"Japan, May 2021), 1–11.",KEEP,medium
paper2,13,122,"[14] Chai, G.H., Li, S., Sui, X.H., Mei, Z., He, L.W., Zhong, C.L., Wang, J.W., Zhang,",KEEP,medium
paper2,13,124,"D.G., Zhu, X.Y. and Lan, N. 2013. Phantom finger perception evoked with tran-",KEEP,low
paper2,13,127,sional.,SKIP,medium
